Brand,Product Name,Product Unit,Product Price,Pricing Unit,Secondary Price,Before Price,Valid Date,Image URL,Page URL
TETLEY,Pure Peppermint Herbal Tea Bags,20 un,"$3.99
 ea.",,$19.95 /100un.,"Regular price
$4.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h91/h29/9635547119646.jpg,https://www.metro.ca/en/online-grocery/search-page-136
TORO LOCO,Spanish Red Wine,1 L,"$13.99
 ea.",,$1.40 /100ml,,,https://product-images.metro.ca/images/h99/hef/9742451605534.jpg,https://www.metro.ca/en/online-grocery/search-page-136
IRRESISTIBLES,Liquid Coconut Oil,250 mL,"$7.79
 ea.",,$3.12 /100ml,"Regular price
$8.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h3a/hb2/10344160657438.jpg,https://www.metro.ca/en/online-grocery/search-page-136
AQUA FUCHSIA,Organic Snow Pea Shoots,75 g,"$3.99
 ea.",,$5.32 /100g,,,https://product-images.metro.ca/images/h76/h58/11461770117150.jpg,https://www.metro.ca/en/online-grocery/search-page-136
DEL MONTE,"Sweet Green Pea, Tender Small",398 mL,"$2.99
 ea.",,$0.75 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-136
SUNRYPE,"Apple Strawberry Fruit Snack, Fruit To Go",14 g,"5 / 
$3.00",,$4.29 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-136
DUBRETON,Organic Toulouse Sausages,4x100 g,"$9.99
 ea.",,$2.50 /100g,,,https://product-images.metro.ca/images/h33/h4c/9916369993758.jpg,https://www.metro.ca/en/online-grocery/search-page-136
RYVITA,Sesame Rye Crispbread,250 g,"$4.19
 ea.",,$1.68 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h02/he1/11243905941534.jpg,https://www.metro.ca/en/online-grocery/search-page-136
PILLSBURY,"Raspberry Pastries With Icing, Toaster Strudel",326 g,"$2.99
 ea.",,$0.92 /100g,"Regular price
$4.49  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-136
KRINOS,Sheep'S Milk Feta Cheese,200 g,"$9.49
 ea.",,$4.75 /100g,,,https://product-images.metro.ca/images/hc1/h9c/9514755325982.jpg,https://www.metro.ca/en/online-grocery/search-page-136
NICOLAS LALOUX,"Canadian Rosé Wine, Les Chais 330",1 L,"$11.29
 ea.",,$1.13 /100ml,"Regular price
$12.59  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-136
IRRESISTIBLES,"Mixed Vegetables, Life Smart",398 mL,"$2.29
 ea.",,$0.58 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-136
NUTS TO YOU NUT BUTTER,Smooth Organic Peanut Butter,500 g,"$6.99
 ea.",,$1.40 /100g,"Regular price
$7.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/hf4/h5e/11412536819742.jpg,https://www.metro.ca/en/online-grocery/search-page-136
SUNRYPE,"Apple Raspberry Fruit Snack, Fruit To Go",14 g,"5 / 
$3.00",,$4.29 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-136
EARTH'S OWN,Vanilla Flavoured Fortified Oat Beverage,1.75 L,"$4.99
 ea.",,$0.29 /100ml,,,https://product-images.metro.ca/images/h60/ha6/11608636751902.jpg,https://www.metro.ca/en/online-grocery/search-page-136
PACIFIC,"Ready To Serve Organic Cashew Carrot Ginger Soup, Or...",1 L,"$7.99
 ea.",,$0.80 /100ml,"Regular price
$8.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-136
SELECTION,Olive Oil,1 L,"$12.99
 ea.",,$1.30 /100ml,"Regular price
$14.49  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/he0/h58/10498097741854.jpg,https://www.metro.ca/en/online-grocery/search-page-136
,"Boston Top Sirloin Steaks, Value Pack",3 steaks per tray,"$24.79
 avg. ea.",(750 g avg.),$33.05 /kg$14.99 /lb.,,,,https://www.metro.ca/en/online-grocery/search-page-136
MOULIN BLEU,Pure Buckwheat Flour,1 kg,"$4.49
 ea.",,$0.45 /100g,,,https://product-images.metro.ca/images/hdf/h41/9518698332190.jpg,https://www.metro.ca/en/online-grocery/search-page-137
,Millefeuille,4x140 g,"$9.99
 ea.",,$1.78 /100g,,,https://product-images.metro.ca/images/hd0/h9a/9005309526046.jpg,https://www.metro.ca/en/online-grocery/search-page-137
OLÉ! SANGRITA,Sangria Wine Beverage,1 L,"$7.99
 ea.",,$0.80 /100ml,,,https://product-images.metro.ca/images/hce/h22/9239199612958.jpg,https://www.metro.ca/en/online-grocery/search-page-137
IRRESISTIBLES,Frozen Sausages In Puff Pastry Topped With Parmesan ...,468 g,"$12.99
 ea.",,$2.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-137
PREMIÈRE MOISSON,Tomato Basil Turkey Breast,,"$4.99
 / 100 g",,$49.90 /kg$22.63 /lb.,,,https://product-images.metro.ca/images/hfc/hff/10009394577438.jpg,https://www.metro.ca/en/online-grocery/search-page-137
ROYAL NUTS,Dried Pitted Prunes,350 g,"$7.99
 ea.",,$2.28 /100g,"Regular price
$8.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/ha8/h24/11849333178398.jpg,https://www.metro.ca/en/online-grocery/search-page-137
IRRESISTIBLES,Raspberry Sorbet,946 mL,"$5.49
 ea.",,$0.58 /100ml,"Regular price
$5.99  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/hbe/hd5/10845185376286.jpg,https://www.metro.ca/en/online-grocery/search-page-137
LECLERC,"Chocolate Coated Caramel & Pretzel Chewy Bars, Choco...",175 g,"$1.77
 ea.",,$1.01 /100g,"Regular price
$3.79  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-137
LABATT,"Pilsner Beer, Blue",24x341 mL - bottles,"$36.99
 ea.",,$0.45 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-137
HERTEL,"Fresh Scent Multipurpose Cleaning Spray, Plus",700 ml,"$4.39
 ea.",,$0.63 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-137
NAKED,Strawberry And Banana Fruit Smoothie,450 mL,"$4.99
 ea.",,$1.11 /100ml,,,https://product-images.metro.ca/images/h39/h4c/10062224490526.jpg,https://www.metro.ca/en/online-grocery/search-page-137
,White Turnip,,"$2.00
 avg. ea.",(365 g avg.),$5.49 /kg$2.49 /lb.,,,https://product-images.metro.ca/images/h47/h6a/8874239459358.jpg,https://www.metro.ca/en/online-grocery/search-page-137
ALPEN,Original Recipe Muesli Cereal,650 g,"$4.99
 ea.",,$0.77 /100g,"Regular price
$6.79  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hab/hde/11614476173342.jpg,https://www.metro.ca/en/online-grocery/search-page-137
GRANDMA,Fancy Molasses,1.35 kg,"$8.79
 ea.",,$0.65 /100g,,,https://product-images.metro.ca/images/hb3/h03/11412549206046.jpg,https://www.metro.ca/en/online-grocery/search-page-137
PAYSAN,Head Cheese,150 g,"$5.29
 ea.",,$3.53 /100g,,,https://product-images.metro.ca/images/hea/hcd/11461718540318.jpg,https://www.metro.ca/en/online-grocery/search-page-137
SUGAR TWIN,Calorie-Free Sweetener Packets,100 un,"$5.49
 ea.",,$0.05 /un.,,,https://product-images.metro.ca/images/hcb/h0c/9719579541534.jpg,https://www.metro.ca/en/online-grocery/search-page-137
CLIF BAR,Chocolate Chip Energy Bar,12x68 g,"$25.99
 ea.",,$3.19 /100g,,,https://product-images.metro.ca/images/h9b/h41/11541092728862.jpg,https://www.metro.ca/en/online-grocery/search-page-137
KRAFT,"Calorie-Wise Salad Dressing, Miracle Whip",475 mL,"$5.99
 ea.",,$1.26 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-137
IRRESISTIBLES,Vanilla Hazelnut Flavoured K-Cup Coffee Pods,12 un,"$6.99
 ea.",,$0.58 /un.,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/he7/ha5/11521235976222.jpg,https://www.metro.ca/en/online-grocery/search-page-137
CATELLI,"Tri-Colour Vegetable Pasta, Bistro",375 g,"$3.99
 ea.",,$1.06 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-137
FRESHANA,Guacamole Dip Mix El Grande,28 g,"$1.99
 ea.",,$7.11 /100g,"Regular price
$2.29  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h08/he7/8858936967198.jpg,https://www.metro.ca/en/online-grocery/search-page-137
LYSOL,Lemon Liquid Multi-Surface Cleaner,1.2 L,"$3.99
 ea.",,$0.33 /100ml,"Regular price
$5.79  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h97/hbf/10180388093982.jpg,https://www.metro.ca/en/online-grocery/search-page-137
SELECTION,Frozen Honey-Garlic Chicken Wings,650 g,"$12.99
 ea.",,$2.00 /100g,,,https://product-images.metro.ca/images/h9b/hf4/11133604823070.jpg,https://www.metro.ca/en/online-grocery/search-page-137
TEMPTATIONS,"Salmon Flavoured Cat Treats, Mega-Pack",180 g,"$3.79
 ea.",,$2.11 /100g,"Regular price
$4.79  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-137
WINDEX,Original Glass Cleaner Refill,950 ml,"$5.99
 ea.",,$0.63 /100ml,"Regular price
$6.49  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/hc4/hfa/11665309990942.jpg,https://www.metro.ca/en/online-grocery/search-page-137
KNORR,"Garlic Alfredo Fettucine, Sidekicks",133 g,"3 / 
$7.00",,$1.75 /100g,"Regular price
$2.79  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-137
SELECTION,Chocolate Chip Waffles,280 g,"$2.49
 ea.",,$0.89 /100g,,,https://product-images.metro.ca/images/h3d/h1e/10778552434718.jpg,https://www.metro.ca/en/online-grocery/search-page-137
CATELLI,"Spinach Lasagna Pasta, Bistro",375 g,"$4.69
 ea.",,$1.25 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-137
CESAR,Grilled Chicken Flavoured Wet Dog Food,100 g,"$1.99
 ea.",,$1.99 /100g,"Regular price
$2.19  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h76/h6e/9751018536990.jpg,https://www.metro.ca/en/online-grocery/search-page-137
VH,"Teriyaki Cooking Sauce, Japanese",341 mL,"2 / 
$8.00",,$1.17 /100ml,"Regular price
$4.69  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-137
THIRSTY BUDDHA,All Natural Coconut Water,1 L,"$7.49
 ea.",,$0.75 /100ml,,,https://product-images.metro.ca/images/h27/hb1/12210152407070.jpg,https://www.metro.ca/en/online-grocery/search-page-138
IRRESISTIBLES,"Goat'S Milk Cheese With Honey, Artisan",250 g,"$10.99
 ea.",,$4.40 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-138
QUAKER,Oatmeal Muffin Mix,900 g,"$4.49
 ea.",,$0.50 /100g,"Regular price
$5.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/hb0/h06/12279407247390.jpg,https://www.metro.ca/en/online-grocery/search-page-138
BRODIE,Self-Raising Cake And Pastry Flour,1 kg,"$4.29
 ea.",,$0.43 /100g,,,https://product-images.metro.ca/images/hec/hfa/10475431002142.jpg,https://www.metro.ca/en/online-grocery/search-page-138
WINDSOR SALT,Coarse Kosher Salt,1.36 kg,"$6.49
 ea.",,$0.48 /100g,,,https://product-images.metro.ca/images/h20/h60/11754120118302.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CEDAR,Split Red Lentils,907 g,"$4.49
 ea.",,$0.50 /100g,,,https://product-images.metro.ca/images/h2f/hf8/11590607994910.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CAPITAIN GOURMET,Garlic Butter,125 g,"$5.49
 ea.",,$4.39 /100g,"Regular price
$5.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h5a/h2e/10518811705374.jpg,https://www.metro.ca/en/online-grocery/search-page-138
PÂTE 2000,Italian Thin Square Pizza Crusts,580 g,"$7.99
 ea.",,$1.38 /100g,,,https://product-images.metro.ca/images/hd2/he1/9910172712990.jpg,https://www.metro.ca/en/online-grocery/search-page-138
OREO,"Thin Vanilla Flavoured Sandwich Cookies, Golden",287 g,"$3.79
 ea.",,$1.32 /100g,"Regular price
$4.79  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-138
,Canary Melon,Sold individually,"$9.58
 avg. ea.","(1,600 g avg.)","$5,990.00 /kg$2,717.02 /lb.",,,https://product-images.metro.ca/images/haf/ha3/8837109415966.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CEDAR,Basmati Rice,907 g,"$6.49
 ea.",,$0.72 /100g,,,https://product-images.metro.ca/images/h68/h87/8896343965726.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CARLOS PEPITO,"Rosée Sangria Flavoured Alcoholic Malt Beverage, Bel...",1 L,"$7.99
 ea.",,$0.80 /100ml,"Regular price
$9.99  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-138
PAYSANNE,Original Parmesan Cheese Fondue,180 g,"$4.99
 ea.",,$2.77 /100g,"Regular price
$5.29  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/hed/hca/10308069687326.jpg,https://www.metro.ca/en/online-grocery/search-page-138
,Oatmeal And Raspberry Cookies,"6 cookies, 606 g","$5.99
 ea.",,$0.99 /100g,"Regular price
$6.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/he7/hbb/8923559657502.jpg,https://www.metro.ca/en/online-grocery/search-page-138
SMUCKER'S,"Strawberry Fruit Spread, Double Fruit",375 mL,"$5.99
 ea.",,$1.60 /100ml,"Regular price
$6.49  ea.","Valid until Feb 7, 2024",,https://www.metro.ca/en/online-grocery/search-page-138
SELECTION,9" Deep Dish Pie Shells,"2 shells, 340 g","$2.99
 ea.",,$0.88 /100g,"Regular price
$3.99  ea.","Valid until Jan 10, 2024",,https://www.metro.ca/en/online-grocery/search-page-138
DEL MONTE,Peach Slices In Water With No Added Sugar,398 mL,"$3.49
 ea.",,$0.88 /100ml,,,https://product-images.metro.ca/images/h20/h76/9858074083358.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CLIF BAR,Crunchy Peanut Butter Energy Bar,12x68 g,"$25.99
 ea.",,$3.19 /100g,,,https://product-images.metro.ca/images/hfe/h6e/11541057404958.jpg,https://www.metro.ca/en/online-grocery/search-page-138
SELECTION,Butter Flavoured Pop Corn,282 g,"$2.49
 ea.",,$0.88 /100g,"Regular price
$3.29  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h19/h37/9651670679582.jpg,https://www.metro.ca/en/online-grocery/search-page-138
TWININGS,Pure Peppermint Herbal Tea Bags,20 un,"$5.79
 ea.",,$0.29 /un.,,,https://product-images.metro.ca/images/hed/h3d/11665330176030.jpg,https://www.metro.ca/en/online-grocery/search-page-138
DEL MONTE,Peach Slices In Fruit Juice,398 mL,"$3.49
 ea.",,$0.88 /100ml,,,https://product-images.metro.ca/images/hc4/h30/10309916327966.jpg,https://www.metro.ca/en/online-grocery/search-page-138
GATORADE,Sport Drink Beverage Variety Pack,24x591 mL,"$19.99
 ea.",,$0.14 /100ml,,,https://product-images.metro.ca/images/ha5/he4/11816911110174.jpg,https://www.metro.ca/en/online-grocery/search-page-138
CATELLI,"Spinach Fettuccine, Bistro",375 g,"$3.99
 ea.",,$1.06 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-138
COATICOOK,Maple Taffy Ice Cream Log,1.5 L,"$11.69
 ea.",,$0.78 /100ml,,,https://product-images.metro.ca/images/h5d/h43/10231214571550.jpg,https://www.metro.ca/en/online-grocery/search-page-138
HANDI-FOIL,"Roaster/Baker Pans, Eco-Foil",3 un,"$2.99
 ea.",,$2.99 /un.,,,,https://www.metro.ca/en/online-grocery/search-page-138
ALLEN'S,Pickling Vinegar,4 L,"$5.49
 ea.",,$0.14 /100ml,,,https://product-images.metro.ca/images/ha2/hd5/11761492656158.jpg,https://www.metro.ca/en/online-grocery/search-page-138
GENERAL MILLS,"Peanut Butter And Chocolatey Cereal Value Pack, Rees...",601 g,"$8.99
 ea.",,$1.50 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-138
COLGATE,Cavity Protection Toothpaste,120 ml,"$2.79
 ea.",,$2.32 /100ml,,,https://product-images.metro.ca/images/h99/he2/11735007821854.jpg,https://www.metro.ca/en/online-grocery/search-page-138
BLACK DIAMOND,Lactose Free Old Cheddar Cheese,400 g,"$6.99
 ea.",,$1.75 /100g,"Regular price
$7.49  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h6a/h4e/8960322207774.jpg,https://www.metro.ca/en/online-grocery/search-page-138
SELECTION,Mild Extra Chunky Salsa,650 mL,"$4.99
 ea.",,$0.77 /100ml,,,https://product-images.metro.ca/images/hc4/h49/8853281341470.jpg,https://www.metro.ca/en/online-grocery/search-page-138
SELECTION,Chewy Chocolate Chip Granola Bars,157 g,"$2.99
 ea.",,$1.90 /100g,,,https://product-images.metro.ca/images/hcc/hfc/10300093988894.jpg,https://www.metro.ca/en/online-grocery/search-page-139
AKI SUSHI,Calrose Sushi Rice,900 g,"$8.99
 ea.",,$1.00 /100g,,,https://product-images.metro.ca/images/h44/h0d/10294488039454.jpg,https://www.metro.ca/en/online-grocery/search-page-139
NESTLÉ,"70% Cocoa Dark Chocolate Bar, Aero",42 g,"$1.59
 ea.",,$3.79 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-139
TRE STELLE,Mascarpone Cheese,275 g,"$10.49
 ea.",,$3.81 /100g,"Regular price
$10.99  ea.","Valid until Jan 17, 2024",https://product-images.metro.ca/images/h64/h01/10821293047838.jpg,https://www.metro.ca/en/online-grocery/search-page-139
PLAISIRS GASTRONOMIQUES,Three Bean Salad,385 g,"$6.99
 ea.",,$1.82 /100g,,,https://product-images.metro.ca/images/h17/h96/9529745047582.jpg,https://www.metro.ca/en/online-grocery/search-page-139
SELECTION,Regular Garbage Bags,20 un,"$4.29
 ea.",,$0.21 /un.,,,https://product-images.metro.ca/images/ha7/h99/8910017953822.jpg,https://www.metro.ca/en/online-grocery/search-page-139
SELECTION,Orange Pekoe Tea,100 un,"$3.99
 ea.",,$0.04 /un.,,,https://product-images.metro.ca/images/hbf/hce/8947320651806.jpg,https://www.metro.ca/en/online-grocery/search-page-139
EARTH'S OWN,Unsweetened Vanilla Flavoured Fortified Organic Almo...,1.75 L,"$4.79
 ea.",,$0.27 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-139
METROGO!,Caesar Salad,Small,"$3.99
 ea.",,$3.19 /100g,,,https://product-images.metro.ca/images/h83/h88/8837311266846.jpg,https://www.metro.ca/en/online-grocery/search-page-139
HEINZ,"Garlic Sauce, Aioli",355 mL,"$4.99
 ea.",,$1.41 /100ml,"Regular price
$5.49  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-139
BLOUIN,Dark Toasted Flour,280 g,"$2.99
 ea.",,$1.07 /100g,,,https://product-images.metro.ca/images/hae/h1a/12122100563998.jpg,https://www.metro.ca/en/online-grocery/search-page-139
SAN-J,Tamari Sauce,296 mL,"$5.99
 ea.",,$2.02 /100ml,"Regular price
$7.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h8d/h8a/11816847278110.jpg,https://www.metro.ca/en/online-grocery/search-page-139
CAMPBELL'S,"Fire Roasted Sweet Pepper And Tomato Soup, Everyday ...",500 mL,"$3.49
 ea.",,$0.70 /100ml,"Regular price
$4.29  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-139
WHISKAS,"Chicken Flavoured Wet Cat Food In Gravy, Perfect Por...",75 g,"3 / 
$4.00",,$1.78 /100g,"Regular price
$1.79  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-139
SELECTION,Design Paper Cups,40 un,"$5.49
 ea.",,$0.14 /un.,,,https://product-images.metro.ca/images/h09/hbb/8810006577182.jpg,https://www.metro.ca/en/online-grocery/search-page-139
MINUTE RICE,Basmati Rice,500 g,"$5.49
 ea.",,$1.10 /100g,,,https://product-images.metro.ca/images/h74/h5f/11198041948190.jpg,https://www.metro.ca/en/online-grocery/search-page-139
HEALTHY CHOICE,"Frozen Grilled Chicken And Broccoli Alfredo, Simply ...",259 g,"$5.99
 ea.",,$2.31 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-139
KAISER,Tête Dure Semi Firm Surface Ripened Cheese,1 piece,"$16.11
 avg. ea.",(425 g avg.),$37.90 /kg$17.19 /lb.,,,https://product-images.metro.ca/images/hef/h44/9557843476510.jpg,https://www.metro.ca/en/online-grocery/search-page-139
CELESTIAL SEASONINGS,Bengal Spice Herbal Tea Bags,20 un,"$4.99
 ea.",,$24.95 /100un.,,,https://product-images.metro.ca/images/h06/h71/12210131238942.jpg,https://www.metro.ca/en/online-grocery/search-page-139
NESTEA,Lemon Flavoured Iced Tea,1.89 L,"$4.99
 ea.",,$0.26 /100ml,,,https://product-images.metro.ca/images/h40/he0/10495679594526.jpg,https://www.metro.ca/en/online-grocery/search-page-139
SUNRYPE,"Apple Berry Carrot Fruit Snack, Fruit To Go",14 g,"5 / 
$3.00",,$4.29 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-139
METROGO!,Bacon And Cheddar Potato Salad,,"$4.38
 avg. ea.",(220 g avg.),$19.90 /kg$9.03 /lb.,,,https://product-images.metro.ca/images/hdc/hda/11926695739422.jpg,https://www.metro.ca/en/online-grocery/search-page-139
SCHNEIDERS,"Smoked All Beef Wieners, Juicy Jumbos",375 g,"$9.99
 ea.",,$2.66 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-139
NATREL,"1% Organic Milk, Fine-Filtered",2 L,"$7.99
 ea.",,$0.40 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-139
SELECTION,Chocolate Chip & Marshmallow Granola Chewy Bars,6 bars,"$2.99
 ea.",,$1.90 /100g,,,https://product-images.metro.ca/images/h65/hdb/10268224618526.jpg,https://www.metro.ca/en/online-grocery/search-page-139
COMMENSAL,Pea Soup,600 mL,"$7.79
 ea.",,$1.30 /100ml,,,https://product-images.metro.ca/images/hc0/h00/10062181564446.jpg,https://www.metro.ca/en/online-grocery/search-page-139
